round,index,qtime_ms,wall_ms,numFound,error
7,60,104,121,86403,
7,61,93,111,28822,
7,62,58,75,42078,
7,63,55,78,63343,
7,64,68,88,63131,
7,65,60,81,63315,
7,66,55,78,63359,
7,67,58,86,41781,
7,68,98,120,28913,
7,69,63,90,25793,
7,70,84,105,25925,
7,71,39,59,21151,
7,72,83,103,51497,
7,73,93,112,28942,
7,74,116,154,86349,
7,75,116,153,86110,
7,76,66,90,52143,
7,77,88,122,29039,
7,78,101,161,28809,
7,79,91,121,57566,
7,80,94,151,77825,
7,81,50,92,63046,
7,82,62,343,20971,
7,83,92,367,57386,
7,84,86,319,25831,
7,85,91,367,29061,
7,86,84,125,87098,
7,87,92,135,57501,
7,88,61,106,51839,
7,89,72,129,51979,
7,90,78,172,51782,
7,91,83,147,77567,
7,92,52,128,63394,
7,93,80,179,86260,
7,94,39,73,63116,
7,95,57,98,20972,
7,96,57,98,20909,
7,97,66,130,26179,
7,98,34,101,21031,
7,99,81,105,28704,
8,0,209,375,77678,
8,1,222,375,77719,
8,2,218,374,51294,
8,3,235,374,51987,
8,4,89,121,77434,
8,5,68,115,63376,
8,6,103,139,86658,
8,7,92,121,57500,
8,8,108,149,28609,
8,9,33,59,21025,
8,10,111,143,57791,
8,11,81,125,28865,
8,12,92,136,28734,
8,13,89,113,51709,
8,14,103,129,57838,
8,15,76,95,86628,
8,16,42,99,21256,
8,17,84,114,77756,
8,18,39,78,63133,
8,19,54,90,20941,
8,20,65,99,57750,
8,21,55,86,63113,
8,22,71,106,25686,
8,23,41,72,63311,
8,24,75,116,28900,
8,25,73,109,86540,
8,26,104,195,85945,
8,27,85,154,51720,
8,28,83,108,86253,
8,29,79,132,51813,
8,30,71,111,77866,
8,31,104,137,86409,
8,32,106,135,86555,
8,33,54,93,25692,
8,34,96,163,28932,
8,35,83,113,26129,
8,36,79,113,78029,
8,37,62,91,42048,
8,38,106,186,86440,
8,39,61,136,42491,
8,40,88,158,57277,
8,41,81,134,25965,
8,42,94,115,86528,
8,43,92,124,57709,
8,44,67,93,62994,
8,45,59,97,63433,
8,46,43,67,42117,
8,47,65,107,86717,
8,48,70,100,57830,
8,49,50,160,21028,
8,50,51,124,63305,
8,51,91,121,28863,
8,52,77,109,51849,
8,53,67,118,25992,
8,54,50,81,42088,
8,55,56,79,51712,
8,56,81,102,86310,
8,57,73,145,26044,
8,58,101,161,28791,
8,59,94,142,77606,
8,60,56,85,21068,
8,61,67,89,52169,
8,62,50,77,21067,
8,63,95,122,86624,
8,64,73,108,77872,
8,65,56,77,21031,
8,66,67,121,52137,
8,67,96,116,29121,
8,68,66,91,57838,
8,69,87,115,51730,
8,70,60,86,25880,
8,71,110,153,57521,
8,72,90,127,51901,
8,73,41,76,21062,
8,74,58,103,25842,
8,75,58,90,77918,
8,76,98,137,57526,
8,77,91,137,51980,
8,78,69,97,26017,
8,79,76,97,51617,
8,80,43,77,42278,
8,81,90,152,57579,
8,82,69,99,63380,
8,83,91,152,28983,
8,84,76,125,77524,
8,85,53,137,77110,
8,86,69,315,86500,
8,87,96,315,28954,
8,88,101,305,57376,
8,89,57,230,77180,
8,90,90,128,51615,
8,91,88,129,51716,
8,92,99,137,28921,
8,93,59,80,21306,
8,94,78,99,28879,
8,95,61,113,63142,
8,96,69,113,51653,
8,97,85,142,29004,
8,98,53,100,42020,
8,99,33,66,21124,
9,0,192,334,42013,
9,1,196,334,63483,
9,2,192,333,41830,
9,3,220,334,57682,
